Year,Exam_Date,Name,Category,Sex,State,Maths_Marks,Physics_Marks,Chemistry_Marks,Total_Marks,Rank,Percentile
2017,2017-04-15,Harshil Rastogi,General,M,West Bengal,71,53,91,215,74,56.80473372781065
2017,2017-04-16,Harini Manne,Reserved,M,Gujarat,84,56,100,240,39,74.14965986394557
2017,2017-04-16,Ekaja Wable,Reserved,F,Bihar,42,37,75,154,123,17.006802721088434
2017,2017-04-21,Vyanjana Dubey,General,F,Andhra Pradesh,84,39,94,217,72,57.98816568047338
2017,2017-04-21,Balvan Sharma,General,M,Maharashtra,69,94,57,220,69,59.76331360946745
2017,2017-04-18,Jeremiah Sandal,General,M,Bihar,99,73,70,242,47,72.78106508875739
2017,2017-04-21,Noah Murty,General,F,Gujarat,45,62,52,159,130,23.668639053254438
2017,2017-04-20,Anika Chauhan,General,F,Madhya Pradesh,89,35,61,185,104,39.053254437869825
2017,2017-04-20,Oni Sathe,General,F,Madhya Pradesh,66,56,87,209,80,53.25443786982249
2017,2017-04-18,Darika Jhaveri,General,M,Rajasthan,41,79,68,188,101,40.828402366863905
2017,2017-04-15,Niharika Kaul,General,M,Uttar Pradesh,59,85,62,206,83,51.4792899408284
2017,2017-04-17,Geetika Om,General,F,Andhra Pradesh,56,85,87,228,61,64.49704142011834
2017,2017-04-17,Amrita Johal,General,F,Madhya Pradesh,72,62,61,195,94,44.97041420118343
2017,2017-04-18,Jeevika Sastry,Reserved,M,Gujarat,56,64,79,199,79,46.93877551020408
2017,2017-04-18,Ekta Pandya,General,F,Tamil Nadu,76,42,80,198,91,46.74556213017751
2017,2017-04-15,Gaurika Contractor,General,M,Karnataka,68,75,48,191,98,42.603550295857985
2017,2017-04-15,Kashish Dar,Reserved,M,Andhra Pradesh,48,59,32,139,136,8.163265306122447
2017,2017-04-19,Pranit Nanda,General,M,Karnataka,43,93,46,182,107,37.278106508875744
2017,2017-04-17,Zaitra Nori,General,F,Uttar Pradesh,85,68,72,225,64,62.721893491124256
2017,2017-04-19,Gaurav Bhandari,General,M,Karnataka,79,73,58,210,79,53.84615384615385
2017,2017-04-16,Chanakya Pillay,General,M,Tamil Nadu,94,80,73,247,42,75.7396449704142
2017,2017-04-20,Vamakshi Devan,General,M,West Bengal,52,72,81,205,84,50.88757396449704
2017,2017-04-20,Isha Swamy,General,F,Bihar,45,67,57,169,120,29.585798816568044
2017,2017-04-15,Urmi Sura,Reserved,F,Madhya Pradesh,85,56,63,204,74,50.34013605442177
2017,2017-04-17,Lucky Balay,General,M,Madhya Pradesh,48,61,83,192,97,43.19526627218935
2017,2017-04-17,William Dhillon,General,M,Rajasthan,65,97,31,193,96,43.786982248520715
2017,2017-04-19,Lakshit Buch,General,F,Gujarat,88,61,46,195,94,44.97041420118343
2017,2017-04-18,Varsha Kala,General,M,Uttar Pradesh,78,55,47,180,109,36.094674556213015
2017,2017-04-18,Abdul Barman,General,F,Gujarat,80,87,57,224,65,62.130177514792905
2017,2017-04-15,Ikshita Bassi,General,F,Bihar,86,69,57,212,77,55.02958579881656
2017,2017-04-21,Ekavir Hans,General,F,Tamil Nadu,81,81,81,243,46,73.37278106508876
2017,2017-04-20,Advay Prakash,General,F,Tamil Nadu,53,84,45,182,107,37.278106508875744
2017,2017-04-18,Samuel Morar,Reserved,M,West Bengal,87,44,62,193,85,42.85714285714286
2017,2017-04-16,Adweta Mani,General,F,Maharashtra,100,62,34,196,93,45.562130177514796
2017,2017-04-17,Diya Bera,General,M,Madhya Pradesh,73,71,74,218,71,58.57988165680473
2017,2017-04-18,Lila Narula,General,M,Bihar,100,75,66,241,48,72.18934911242604
2017,2017-04-15,Triveni Agrawal,Reserved,F,West Bengal,43,95,81,219,59,60.544217687074834
2017,2017-04-16,Imaran Srivastava,Reserved,F,Tamil Nadu,60,85,93,238,41,72.7891156462585
2017,2017-04-20,Balendra Patil,Reserved,F,Rajasthan,70,42,91,203,75,49.65986394557823
2017,2017-04-20,Samuel Hegde,Reserved,F,Maharashtra,86,92,34,212,66,55.78231292517006
2017,2017-04-19,Urishilla Chokshi,Reserved,F,Bihar,82,95,40,217,61,59.183673469387756
2017,2017-04-19,Andrew D’Alia,Reserved,M,Rajasthan,60,67,32,159,118,20.408163265306122
2017,2017-04-16,Dakshesh Shere,General,F,Madhya Pradesh,82,53,80,215,74,56.80473372781065
2017,2017-04-15,Indali Butala,General,F,West Bengal,68,64,89,221,68,60.35502958579882
2017,2017-04-21,Arya Sampath,Reserved,M,West Bengal,94,48,95,237,42,72.10884353741497
2017,2017-04-19,Rehaan Datta,Reserved,F,Gujarat,97,70,86,253,26,82.99319727891157
2017,2017-04-17,Jhalak Kalla,Reserved,M,Gujarat,63,41,46,150,127,14.28571428571429
2017,2017-04-20,Zaitra Deep,General,F,Andhra Pradesh,84,68,32,184,105,38.46153846153846
2017,2017-04-20,Qasim Sastry,Reserved,M,Rajasthan,55,84,32,171,107,27.89115646258503
2017,2017-04-17,Eiravati Singhal,Reserved,M,Uttar Pradesh,48,66,69,183,95,36.05442176870748
2017,2017-04-20,Yasti Bala,General,F,Uttar Pradesh,60,76,92,228,61,64.49704142011834
2017,2017-04-20,Upasna Borra,General,F,Bihar,41,67,80,188,101,40.828402366863905
2017,2017-04-20,Pooja Saran,Reserved,M,Bihar,41,48,30,119,147,0.6802721088435382
2017,2017-04-15,Yashodhara Shan,General,F,Rajasthan,76,62,80,218,71,58.57988165680473
2017,2017-04-15,Pranit Patil,General,M,Maharashtra,76,73,33,182,107,37.278106508875744
2017,2017-04-21,Champak Pandey,General,M,Karnataka,44,65,33,142,147,13.609467455621305
2017,2017-04-17,Matthew Sehgal,General,M,Uttar Pradesh,85,58,76,219,70,59.171597633136095
2017,2017-04-15,Ira Sidhu,Reserved,M,Karnataka,45,38,68,151,126,14.965986394557829
2017,2017-04-16,Dev Chokshi,General,M,Gujarat,99,43,78,220,69,59.76331360946745
2017,2017-04-15,Imaran Cheema,General,F,Madhya Pradesh,87,58,86,231,58,66.27218934911244
2017,2017-04-20,Veda Virk,General,M,West Bengal,87,99,68,254,35,79.88165680473372
2017,2017-04-17,Bhavna Shetty,Reserved,F,Tamil Nadu,47,51,97,195,83,44.21768707482994
2017,2017-04-21,Orinder Kanda,Reserved,F,Tamil Nadu,71,71,46,188,90,39.455782312925166
2017,2017-04-18,Rachita D’Alia,General,M,Karnataka,98,84,44,226,63,63.31360946745562
2017,2017-04-21,Lila Prashad,Reserved,F,Karnataka,76,79,57,212,66,55.78231292517006
2017,2017-04-15,Chasmum Konda,General,M,Uttar Pradesh,52,54,45,151,138,18.934911242603548
2017,2017-04-19,Kritika Patil,General,F,Gujarat,42,93,35,170,119,30.17751479289941
2017,2017-04-16,Wahab Sanghvi,General,F,Andhra Pradesh,48,93,61,202,87,49.112426035502956
2017,2017-04-21,Kevin Sinha,Reserved,M,Uttar Pradesh,43,45,54,142,134,9.523809523809524
2017,2017-04-16,Eiravati Bassi,General,M,Bihar,67,89,68,224,65,62.130177514792905
2017,2017-04-16,Yagnesh Kakar,Reserved,F,Rajasthan,79,99,46,224,54,63.94557823129252
2017,2017-04-19,Aashi Nagy,General,F,Madhya Pradesh,55,92,75,222,67,60.946745562130175
2017,2017-04-19,Widisha Lad,General,F,Tamil Nadu,96,78,82,256,33,81.06508875739645
2017,2017-04-16,Vincent Dhar,General,M,Karnataka,50,48,80,178,111,34.9112426035503
2017,2017-04-16,Aarav Kuruvilla,Reserved,M,West Bengal,94,86,47,227,52,65.3061224489796
2017,2017-04-16,Jairaj Varty,General,F,West Bengal,58,68,49,175,114,33.13609467455622
2017,2017-04-15,Kashvi Shanker,General,M,Karnataka,81,97,34,212,77,55.02958579881656
2017,2017-04-20,Kalpit Basu,Reserved,M,Bihar,98,61,91,250,29,80.95238095238095
2017,2017-04-19,Bachittar Bandi,General,F,Tamil Nadu,61,46,41,148,141,17.159763313609467
2017,2017-04-17,Triya Aurora,Reserved,M,West Bengal,78,72,59,209,69,53.74149659863945
2017,2017-04-21,Reva Babu,General,F,Tamil Nadu,51,90,45,186,103,39.64497041420118
2017,2017-04-20,Samuel Sastry,General,F,West Bengal,94,99,31,224,65,62.130177514792905
2017,2017-04-15,Forum Saraf,General,M,Maharashtra,69,74,32,175,114,33.13609467455622
2017,2017-04-17,Thomas Purohit,General,M,Andhra Pradesh,79,55,37,171,118,30.76923076923077
2017,2017-04-15,Irya Nagi,General,F,Bihar,81,66,66,213,76,55.62130177514793
2017,2017-04-15,Sneha Palla,General,F,Karnataka,44,46,82,172,117,31.360946745562135
2017,2017-04-17,Jacob Rajan,General,M,Uttar Pradesh,76,60,84,220,69,59.76331360946745
2017,2017-04-16,Shravya Sen,General,F,Andhra Pradesh,84,70,78,232,57,66.86390532544378
2017,2017-04-20,Saumya Sahni,General,F,Tamil Nadu,71,50,88,209,80,53.25443786982249
2017,2017-04-17,Aarini Kaur,Reserved,M,Gujarat,73,68,89,230,49,67.34693877551021
2017,2017-04-18,Rachita Thaman,General,M,Uttar Pradesh,51,58,75,184,105,38.46153846153846
2017,2017-04-19,Eesha Hans,General,F,West Bengal,82,73,92,247,42,75.7396449704142
2017,2017-04-18,Urvashi Om,General,F,Rajasthan,41,98,61,200,89,47.928994082840234
2017,2017-04-20,Chaaya Khanna,General,F,Tamil Nadu,86,63,95,244,45,73.96449704142012
2017,2017-04-15,Oeshi Pau,General,F,Tamil Nadu,91,65,33,189,100,41.42011834319527
2017,2017-04-17,Pahal Madan,General,F,Gujarat,46,97,58,201,88,48.5207100591716
2017,2017-04-16,Aditya Sunder,General,M,Karnataka,71,77,78,226,63,63.31360946745562
2017,2017-04-20,Amol Bal,General,F,Madhya Pradesh,79,53,52,184,105,38.46153846153846
2017,2017-04-16,Gaurang Sha,General,F,Maharashtra,74,44,32,150,139,18.343195266272193
2017,2017-04-21,Nikita Banerjee,General,F,Bihar,88,90,83,261,28,84.02366863905326
2017,2017-04-21,Sai Date,Reserved,F,Andhra Pradesh,91,94,50,235,44,70.74829931972789
2017,2017-04-18,Dhruv Baral,General,M,Bihar,45,77,73,195,94,44.97041420118343
2017,2017-04-21,Aradhana Deshmukh,General,F,West Bengal,61,82,49,192,97,43.19526627218935
2017,2017-04-18,Banjeet Tella,General,F,Maharashtra,64,74,86,224,65,62.130177514792905
2017,2017-04-15,Anirudh Desai,General,F,Karnataka,86,68,98,252,37,78.69822485207101
2017,2017-04-19,Onkar Babu,Reserved,F,Karnataka,52,35,100,187,91,38.775510204081634
2017,2017-04-15,Sai Khare,Reserved,M,Karnataka,62,53,81,196,82,44.89795918367348
2017,2017-04-20,Zashil Mitter,Reserved,M,Andhra Pradesh,84,35,46,165,113,23.809523809523814
2017,2017-04-16,Ethan Sridhar,General,F,Madhya Pradesh,83,59,95,237,52,69.8224852071006
2017,2017-04-20,Megha Seshadri,Reserved,M,Andhra Pradesh,85,62,41,188,90,39.455782312925166
2017,2017-04-21,Logan Sem,General,F,Tamil Nadu,48,79,87,214,75,56.213017751479285
2017,2017-04-17,Ekta Baral,General,M,Tamil Nadu,81,58,34,173,116,31.95266272189349
2017,2017-04-18,Aadhya Kata,General,M,Rajasthan,98,78,85,261,28,84.02366863905326
2017,2017-04-16,Indira Mukherjee,General,M,Uttar Pradesh,76,36,75,187,102,40.23668639053254
2017,2017-04-21,Gabriel Chaudhary,General,M,Andhra Pradesh,92,57,47,196,93,45.562130177514796
2017,2017-04-15,Maanas Dhawan,General,F,Bihar,76,96,73,245,44,74.55621301775149
2017,2017-04-19,Neha Gala,General,M,Bihar,92,49,72,213,76,55.62130177514793
2017,2017-04-17,Zashil Raj,General,M,Rajasthan,69,66,51,186,103,39.64497041420118
2017,2017-04-19,Karan Badal,General,M,Tamil Nadu,59,38,89,186,103,39.64497041420118
2017,2017-04-15,Champak Mahal,Reserved,M,Gujarat,77,65,92,234,45,70.06802721088435
2017,2017-04-15,Hemangini Bali,General,F,Gujarat,83,93,53,229,60,65.08875739644971
2017,2017-04-16,Sai Bhandari,Reserved,F,Gujarat,88,35,94,217,61,59.183673469387756
2017,2017-04-21,Bhavani Bajaj,Reserved,F,West Bengal,55,48,58,161,116,21.7687074829932
2017,2017-04-17,Prisha Tank,General,F,Bihar,89,57,30,176,113,33.72781065088757
2017,2017-04-20,Harinakshi Prasad,General,F,West Bengal,96,50,30,176,113,33.72781065088757
2017,2017-04-15,Harinakshi Verma,General,M,Bihar,61,43,50,154,135,20.710059171597628
2017,2017-04-16,Sachi Chaudhari,General,F,Rajasthan,77,65,57,199,90,47.337278106508876
2017,2017-04-15,Varenya Dewan,Reserved,M,Bihar,49,95,47,191,87,41.49659863945578
2017,2017-04-16,Nathan Dass,General,M,Uttar Pradesh,59,79,81,219,70,59.171597633136095
2017,2017-04-19,Arya Patla,Reserved,M,Karnataka,92,41,95,228,51,65.98639455782313
2017,2017-04-16,Lavanya Kale,General,F,Tamil Nadu,80,91,91,262,27,84.61538461538461
2017,2017-04-20,Raagini Rao,Reserved,M,Madhya Pradesh,41,98,48,187,91,38.775510204081634
2017,2017-04-19,Ekiya Kala,General,M,Karnataka,42,36,31,109,169,0.591715976331364
2017,2017-04-18,Oeshi Sachdev,Reserved,M,Karnataka,81,40,99,220,58,61.224489795918366
2017,2017-04-15,Isaiah Das,Reserved,M,Bihar,47,95,84,226,53,64.62585034013605
2017,2017-04-18,Vedhika Dey,General,F,Bihar,48,68,86,202,87,49.112426035502956
2017,2017-04-17,Bachittar Tiwari,General,M,Andhra Pradesh,67,51,40,158,131,23.076923076923073
2017,2017-04-18,Samuel Bava,General,M,Rajasthan,60,60,45,165,124,27.2189349112426
2017,2017-04-21,Falan Nagarajan,Reserved,F,Bihar,90,54,91,235,44,70.74829931972789
2017,2017-04-16,Gayathri Lalla,General,F,Gujarat,72,75,56,203,86,49.70414201183432
2017,2017-04-16,Tamanna Mitter,General,F,Karnataka,99,92,51,242,47,72.78106508875739
2017,2017-04-17,Yashawini Srinivas,General,M,Karnataka,73,88,32,193,96,43.786982248520715
2017,2017-04-17,Yashvi Thaker,General,M,Gujarat,91,63,32,186,103,39.64497041420118
2017,2017-04-15,Hredhaan Khanna,General,M,Karnataka,43,82,50,175,114,33.13609467455622
2017,2017-04-21,Onkar Kalita,General,F,West Bengal,87,56,72,215,74,56.80473372781065
2017,2017-04-16,Bahadurjit Bali,General,F,Rajasthan,92,39,99,230,59,65.68047337278107
2017,2017-04-21,Om Savant,General,M,Tamil Nadu,64,86,66,216,73,57.396449704142015
2017,2017-04-21,Tanay Sethi,General,F,Uttar Pradesh,71,35,85,191,98,42.603550295857985
2017,2017-04-17,Udyati Babu,General,F,Madhya Pradesh,51,79,68,198,91,46.74556213017751
2017,2017-04-21,Yashica Kibe,General,F,Maharashtra,41,74,49,164,125,26.627218934911244
2017,2017-04-20,Advika Dugar,General,F,Gujarat,86,98,94,278,13,92.89940828402366
2017,2017-04-21,Laksh Comar,Reserved,M,Bihar,89,45,64,198,80,46.25850340136054
2017,2017-04-18,Elijah Raghavan,General,M,Rajasthan,87,86,72,245,44,74.55621301775149
2017,2017-04-21,Pallavi Ravi,General,M,Maharashtra,92,41,50,183,106,37.8698224852071
2017,2017-04-16,Ekaja Mohanty,General,M,Rajasthan,51,85,39,175,114,33.13609467455622
2017,2017-04-21,Nidra Mukhopadhyay,General,M,West Bengal,89,55,74,218,71,58.57988165680473
2017,2017-04-20,Sneha Bumb,General,F,Tamil Nadu,85,73,32,190,99,42.01183431952663
2017,2017-04-21,Indrajit Radhakrishnan,Reserved,M,Gujarat,65,78,72,215,63,57.82312925170068
2017,2017-04-17,Bishakha Babu,General,M,Karnataka,60,91,81,232,57,66.86390532544378
2017,2017-04-21,Darpan Mishra,General,F,Gujarat,83,75,70,228,61,64.49704142011834
2017,2017-04-15,Faraj Konda,Reserved,F,Madhya Pradesh,76,73,70,219,59,60.544217687074834
2017,2017-04-21,Yauvani Kumar,General,F,Madhya Pradesh,94,54,38,186,103,39.64497041420118
2017,2017-04-20,Jagat Sabharwal,General,F,West Bengal,75,56,75,206,83,51.4792899408284
2017,2017-04-19,Chanakya Prasad,General,F,Gujarat,57,63,45,165,124,27.2189349112426
2017,2017-04-21,Nilima Hegde,General,F,Andhra Pradesh,63,80,76,219,70,59.171597633136095
2017,2017-04-16,Omisha Dave,Reserved,F,Karnataka,69,37,57,163,114,23.129251700680275
2017,2017-04-21,Krisha Gill,General,F,Tamil Nadu,56,39,57,152,137,19.526627218934912
2017,2017-04-16,Shravya Shukla,General,M,Andhra Pradesh,55,90,40,185,104,39.053254437869825
2017,2017-04-21,Arin Mukherjee,General,F,Tamil Nadu,81,66,58,205,84,50.88757396449704
2017,2017-04-16,Yashasvi Om,General,F,Tamil Nadu,56,75,85,216,73,57.396449704142015
2017,2017-04-16,Chatresh Krishna,Reserved,M,Tamil Nadu,83,63,86,232,47,68.70748299319727
2017,2017-04-19,Keya Mohan,General,M,Rajasthan,51,100,82,233,56,67.45562130177515
2017,2017-04-19,Qadim Konda,Reserved,M,Tamil Nadu,66,45,88,199,79,46.93877551020408
2017,2017-04-20,Mugdha Mandal,General,F,Karnataka,99,93,64,256,33,81.06508875739645
2017,2017-04-20,Vanya Baria,Reserved,M,Rajasthan,94,38,81,213,65,56.4625850340136
2017,2017-04-15,Nicholas Hayre,General,M,Maharashtra,43,88,65,196,93,45.562130177514796
2017,2017-04-16,Damyanti Ganguly,General,F,Andhra Pradesh,74,36,87,197,92,46.15384615384615
2017,2017-04-17,Naveen Yadav,Reserved,M,West Bengal,40,82,31,153,124,16.326530612244895
2017,2017-04-21,Xavier Bawa,General,M,Rajasthan,51,78,57,186,103,39.64497041420118
2017,2017-04-18,Balhaar Loke,Reserved,F,Maharashtra,68,96,99,263,16,89.79591836734694
2017,2017-04-16,Jai Borah,General,M,West Bengal,47,53,92,192,97,43.19526627218935
2017,2017-04-20,Sai Joshi,General,F,Maharashtra,47,78,81,206,83,51.4792899408284
2017,2017-04-19,Lakshit Arya,Reserved,M,Maharashtra,51,65,89,205,73,51.02040816326531
2017,2017-04-15,Unnati Kulkarni,Reserved,M,Rajasthan,75,96,65,236,43,71.42857142857143
2017,2017-04-16,Zaid Gokhale,Reserved,M,Maharashtra,87,49,91,227,52,65.3061224489796
2017,2017-04-21,Ati Devi,Reserved,F,West Bengal,73,63,72,208,70,53.06122448979591
2017,2017-04-15,Lekha Ahuja,General,M,Rajasthan,75,81,68,224,65,62.130177514792905
2017,2017-04-17,Lakshmi Sarkar,General,M,Tamil Nadu,94,41,34,169,120,29.585798816568044
2017,2017-04-17,Lipika Gandhi,Reserved,M,West Bengal,43,35,79,157,120,19.047619047619047
2017,2017-04-17,Urvi Mohan,General,M,Gujarat,100,56,45,201,88,48.5207100591716
2017,2017-04-17,Agastya Munshi,Reserved,M,Madhya Pradesh,50,91,81,222,56,62.585034013605444
2017,2017-04-18,Yuvraj Sunder,General,M,Maharashtra,98,92,98,288,5,97.63313609467455
2017,2017-04-15,Champak Sharma,General,F,Rajasthan,42,61,100,203,86,49.70414201183432
2017,2017-04-16,Upma Din,General,F,Andhra Pradesh,49,72,32,153,136,20.118343195266274
2017,2017-04-18,Ati Mitra,General,F,Maharashtra,51,47,39,137,152,10.650887573964496
2017,2017-04-16,Xalak Nair,General,F,Karnataka,88,49,80,217,72,57.98816568047338
2017,2017-04-19,Sarthak Narain,General,F,Rajasthan,48,82,98,228,61,64.49704142011834
2017,2017-04-21,Krishna Dhaliwal,Reserved,M,Gujarat,60,49,61,170,108,27.210884353741495
2017,2017-04-20,Chakrika Kale,General,F,Tamil Nadu,73,74,34,181,108,36.68639053254438
2017,2017-04-18,Suhani Kale,General,M,Rajasthan,61,64,72,197,92,46.15384615384615
2017,2017-04-20,Advaith Sehgal,Reserved,F,Andhra Pradesh,57,57,41,155,122,17.68707482993197
2017,2017-04-18,Naveen Yohannan,Reserved,M,Gujarat,83,43,60,186,92,38.095238095238095
2017,2017-04-20,Rachana Mane,General,F,Rajasthan,45,66,51,162,127,25.44378698224852
2017,2017-04-21,Chasmum Vaidya,Reserved,M,Gujarat,64,69,88,221,57,61.904761904761905
2017,2017-04-20,Udarsh Kota,General,M,Karnataka,89,83,81,253,36,79.28994082840237
2017,2017-04-19,Charita Bhavsar,Reserved,F,Madhya Pradesh,84,79,76,239,40,73.46938775510203
2017,2017-04-20,Pallavi Ramanathan,Reserved,F,Rajasthan,54,50,78,182,96,35.37414965986394
2017,2017-04-18,Indrajit Batra,General,M,Rajasthan,40,66,85,191,98,42.603550295857985
2017,2017-04-20,Sanaya Vohra,Reserved,F,Uttar Pradesh,94,59,60,213,65,56.4625850340136
2017,2017-04-15,Kabir Warrior,Reserved,F,West Bengal,79,71,88,238,41,72.7891156462585
2017,2017-04-21,Chakradev Chandra,General,M,Madhya Pradesh,57,71,99,227,62,63.90532544378698
2017,2017-04-20,Devansh Sahota,General,M,Tamil Nadu,91,69,72,232,57,66.86390532544378
2017,2017-04-17,Imaran Pandit,General,M,Rajasthan,95,79,34,208,81,52.662721893491124
2017,2017-04-21,Prisha Johal,General,F,Madhya Pradesh,83,42,33,158,131,23.076923076923073
2017,2017-04-21,Chandani Pant,Reserved,M,Maharashtra,70,81,44,195,83,44.21768707482994
2017,2017-04-20,Shivansh Sabharwal,General,M,Madhya Pradesh,59,70,31,160,129,24.2603550295858
2017,2017-04-16,Tanish Char,General,F,Madhya Pradesh,83,44,78,205,84,50.88757396449704
2017,2017-04-19,Brinda Goda,Reserved,M,Rajasthan,64,35,85,184,94,36.73469387755102
2017,2017-04-17,Bimala Master,Reserved,M,Bihar,72,49,37,158,119,19.727891156462583
2017,2017-04-18,Dipta Raja,Reserved,F,Uttar Pradesh,49,37,45,131,141,4.761904761904767
2017,2017-04-15,Mitesh Dalal,General,M,Tamil Nadu,68,66,93,227,62,63.90532544378698
2017,2017-04-20,Janaki Raghavan,General,F,Rajasthan,94,54,53,201,88,48.5207100591716
2017,2017-04-20,Yagnesh Zacharia,General,F,Andhra Pradesh,58,90,84,232,57,66.86390532544378
2017,2017-04-18,Madhav Kant,General,M,Karnataka,98,76,83,257,32,81.65680473372781
2017,2017-04-19,Ranveer Gole,General,M,Rajasthan,67,94,98,259,30,82.84023668639054
2017,2017-04-18,Pahal Ramesh,Reserved,F,Rajasthan,97,90,89,276,6,96.5986394557823
2017,2017-04-15,Damyanti Pau,General,F,Rajasthan,66,81,60,207,82,52.071005917159766
2017,2017-04-21,Garima Sood,General,F,Uttar Pradesh,98,58,49,205,84,50.88757396449704
2017,2017-04-20,Aarush Vasa,General,F,Gujarat,58,75,83,216,73,57.396449704142015
2017,2017-04-21,Maya Luthra,Reserved,F,Gujarat,82,38,38,158,119,19.727891156462583
2017,2017-04-18,Oviya Borah,General,F,Rajasthan,94,85,63,242,47,72.78106508875739
2017,2017-04-21,Januja Behl,General,F,Gujarat,70,35,94,199,90,47.337278106508876
2017,2017-04-18,Nidhi Dalal,General,M,West Bengal,93,48,45,186,103,39.64497041420118
2017,2017-04-20,Avi Mann,General,F,Rajasthan,74,44,99,217,72,57.98816568047338
2017,2017-04-18,Krish Bajwa,Reserved,M,Maharashtra,53,70,35,158,119,19.727891156462583
2017,2017-04-20,Rehaan Acharya,General,F,Tamil Nadu,89,76,64,229,60,65.08875739644971
2017,2017-04-18,Vaishnavi Ghosh,General,M,Maharashtra,98,82,32,212,77,55.02958579881656
2017,2017-04-21,Yochana Rama,Reserved,M,Andhra Pradesh,98,52,50,200,78,47.61904761904761
2017,2017-04-15,Shravya Nigam,General,F,Bihar,45,94,36,175,114,33.13609467455622
2017,2017-04-16,Dalaja Parmar,General,F,Uttar Pradesh,97,62,59,218,71,58.57988165680473
2017,2017-04-17,Ekiya Rama,General,M,Rajasthan,94,87,51,232,57,66.86390532544378
2017,2017-04-19,Rachana Prashad,General,M,Maharashtra,48,43,43,134,155,8.875739644970416
2017,2017-04-21,Yashasvi Singhal,Reserved,M,Bihar,96,58,84,238,41,72.7891156462585
2017,2017-04-16,Urishilla Bala,General,F,Uttar Pradesh,80,54,96,230,59,65.68047337278107
2017,2017-04-15,Triya Roy,General,F,Bihar,66,61,34,161,128,24.852071005917164
2017,2017-04-19,Maanav Devi,General,F,West Bengal,97,74,98,269,20,88.75739644970415
2017,2017-04-19,Michael Parmar,Reserved,M,Rajasthan,56,88,88,232,47,68.70748299319727
2017,2017-04-20,Tara Mangat,Reserved,F,Tamil Nadu,75,49,38,162,115,22.44897959183674
2017,2017-04-20,Ikshita Parsa,Reserved,F,Uttar Pradesh,43,85,77,205,73,51.02040816326531
2017,2017-04-21,Manan Bumb,General,F,West Bengal,97,74,66,237,52,69.8224852071006
2017,2017-04-18,Teerth Shroff,Reserved,M,Gujarat,63,77,97,237,42,72.10884353741497
2017,2017-04-17,Nitesh Rao,General,M,Bihar,90,98,49,237,52,69.8224852071006
2017,2017-04-20,Mekhala Kurian,General,M,Tamil Nadu,55,41,79,175,114,33.13609467455622
2017,2017-04-17,Yochana Bahri,Reserved,F,Maharashtra,56,36,53,145,131,11.564625850340137
2017,2017-04-15,Ubika Gill,Reserved,M,Madhya Pradesh,42,64,100,206,72,51.70068027210885
2017,2017-04-20,Karan Rout,Reserved,M,Gujarat,93,86,78,257,22,85.71428571428572
2017,2017-04-16,Sathvik Lalla,Reserved,M,Maharashtra,78,67,37,182,96,35.37414965986394
2017,2017-04-18,Jason Deol,Reserved,M,Bihar,96,43,35,174,104,29.931972789115648
2017,2017-04-17,Azad Brar,General,F,Maharashtra,76,45,69,190,99,42.01183431952663
2017,2017-04-18,Aishani Chatterjee,General,M,Maharashtra,92,44,83,219,70,59.171597633136095
2017,2017-04-16,Nicholas Sarma,General,F,Tamil Nadu,42,88,46,176,113,33.72781065088757
2017,2017-04-19,Charvi Andra,General,M,Tamil Nadu,83,54,80,217,72,57.98816568047338
2017,2017-04-16,Brijesh Sarraf,Reserved,F,Madhya Pradesh,90,39,31,160,117,21.08843537414966
2017,2017-04-19,Diya Roy,Reserved,M,Maharashtra,80,58,59,197,81,45.578231292517
2017,2017-04-16,Chameli Padmanabhan,General,M,Uttar Pradesh,74,66,61,201,88,48.5207100591716
2017,2017-04-18,Ekiya Bhalla,Reserved,F,Bihar,42,65,79,186,92,38.095238095238095
2017,2017-04-16,Lekha Badal,General,M,Bihar,55,78,100,233,56,67.45562130177515
2017,2017-04-20,Varsha Subramaniam,Reserved,M,Gujarat,96,53,45,194,84,43.5374149659864
2017,2017-04-17,Chakrika Borde,Reserved,F,West Bengal,59,58,84,201,77,48.29931972789115
2017,2017-04-17,Dipta Chana,General,F,Gujarat,84,46,86,216,73,57.396449704142015
2017,2017-04-15,Aarnav Krishnan,General,M,Uttar Pradesh,45,84,74,203,86,49.70414201183432
2017,2017-04-21,Balhaar Ramesh,General,M,Bihar,72,59,81,212,77,55.02958579881656
2017,2017-04-20,Ryan Dass,Reserved,M,Uttar Pradesh,82,85,100,267,12,92.51700680272108
2017,2017-04-17,Baghyawati Panchal,General,M,Tamil Nadu,89,48,76,213,76,55.62130177514793
2017,2017-04-17,Eta Saini,General,M,Uttar Pradesh,66,63,62,191,98,42.603550295857985
2017,2017-04-19,Kavya Parsa,General,F,Maharashtra,69,59,53,181,108,36.68639053254438
2017,2017-04-20,Nakul Karnik,General,M,Gujarat,74,93,64,231,58,66.27218934911244
2017,2017-04-18,Oviya Salvi,Reserved,M,Uttar Pradesh,57,91,93,241,38,74.82993197278911
2017,2017-04-18,Aishani Sethi,Reserved,M,West Bengal,69,46,89,204,74,50.34013605442177
2017,2017-04-19,Tanvi Purohit,General,M,Tamil Nadu,82,84,58,224,65,62.130177514792905
2017,2017-04-17,Gautami Boase,General,M,Maharashtra,65,46,47,158,131,23.076923076923073
